date,product_id,product_name,category,unit_price,quantity_sold,revenue,month,day_of_week,year,day,week_of_year,is_weekend,calculated_revenue,rolling_avg_qty,previous_qty
2025-01-14,O001,Caltex 20W50,Oil,1200,10,12000,1,1,2025,14,3,0,12000,9.333333333333334,10.0
2025-01-15,E002,1 GANG Switch (KEVILTON),Electrical,320,20,6400,1,2,2025,15,3,0,6400,16.0,8.0
2025-01-15,E003,LED 9W pin (GREEN),Electrical,575,21,12075,1,2,2025,15,3,0,12075,20.0,10.0
2025-01-15,P002,Valve socket 1/2,Plumbing,40,21,840,1,2,2025,15,3,0,840,16.0,6.0
2025-01-15,P003,Elbow socket 1/2,Plumbing,40,26,1040,1,2,2025,15,3,0,1040,20.666666666666668,6.0
2025-01-15,O001,Caltex 20W50,Oil,1200,9,10800,1,2,2025,15,3,0,10800,9.666666666666666,10.0
2025-01-16,E001,13A Plug base (ACL),Electrical,650,24,15600,1,3,2025,16,3,0,15600,21.666666666666668,21.0
2025-01-16,E002,1 GANG Switch (KEVILTON),Electrical,320,14,4480,1,3,2025,16,3,0,4480,14.0,20.0
2025-01-16,E003,LED 9W pin (GREEN),Electrical,575,25,14375,1,3,2025,16,3,0,14375,18.666666666666668,21.0
2025-01-16,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,1,330,1,3,2025,16,3,0,330,3.3333333333333335,1.0
2025-01-16,P002,Valve socket 1/2,Plumbing,40,6,240,1,3,2025,16,3,0,240,11.0,21.0
2025-01-16,O001,Caltex 20W50,Oil,1200,4,4800,1,3,2025,16,3,0,4800,7.666666666666667,9.0
2025-01-17,E001,13A Plug base (ACL),Electrical,650,16,10400,1,4,2025,17,3,0,10400,20.333333333333332,24.0
2025-01-17,E002,1 GANG Switch (KEVILTON),Electrical,320,9,2880,1,4,2025,17,3,0,2880,14.333333333333334,14.0
2025-01-17,E003,LED 9W pin (GREEN),Electrical,575,24,13800,1,4,2025,17,3,0,13800,23.333333333333332,25.0
2025-01-17,E004,MCB enclosure 18 way,Electrical,2800,2,5600,1,4,2025,17,3,0,5600,1.6666666666666667,1.0
2025-01-17,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,4,1320,1,4,2025,17,3,0,1320,2.0,1.0
2025-01-17,P002,Valve socket 1/2,Plumbing,40,10,400,1,4,2025,17,3,0,400,12.333333333333334,6.0
2025-01-17,P003,Elbow socket 1/2,Plumbing,40,14,560,1,4,2025,17,3,0,560,15.333333333333334,26.0
2025-01-17,O001,Caltex 20W50,Oil,1200,6,7200,1,4,2025,17,3,0,7200,6.333333333333333,4.0
2025-01-18,E001,13A Plug base (ACL),Electrical,650,21,13650,1,5,2025,18,3,1,13650,20.333333333333332,16.0
2025-01-18,E002,1 GANG Switch (KEVILTON),Electrical,320,16,5120,1,5,2025,18,3,1,5120,13.0,9.0
2025-01-18,E003,LED 9W pin (GREEN),Electrical,575,25,14375,1,5,2025,18,3,1,14375,24.666666666666668,24.0
2025-01-18,E004,MCB enclosure 18 way,Electrical,2800,2,5600,1,5,2025,18,3,1,5600,1.6666666666666667,2.0
2025-01-18,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,6,1980,1,5,2025,18,3,1,1980,3.6666666666666665,4.0
2025-01-18,P003,Elbow socket 1/2,Plumbing,40,16,640,1,5,2025,18,3,1,640,18.666666666666668,14.0
2025-01-18,O001,Caltex 20W50,Oil,1200,1,1200,1,5,2025,18,3,1,1200,3.6666666666666665,6.0
2025-01-19,E001,13A Plug base (ACL),Electrical,650,20,13000,1,6,2025,19,3,1,13000,19.0,21.0
2025-01-19,E003,LED 9W pin (GREEN),Electrical,575,25,14375,1,6,2025,19,3,1,14375,24.666666666666668,25.0
2025-01-19,E004,MCB enclosure 18 way,Electrical,2800,2,5600,1,6,2025,19,3,1,5600,2.0,2.0
2025-01-19,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,9,2970,1,6,2025,19,3,1,2970,6.333333333333333,6.0
2025-01-19,P002,Valve socket 1/2,Plumbing,40,9,360,1,6,2025,19,3,1,360,8.333333333333334,10.0
2025-01-19,P003,Elbow socket 1/2,Plumbing,40,18,720,1,6,2025,19,3,1,720,16.0,16.0
2025-01-19,O001,Caltex 20W50,Oil,1200,10,12000,1,6,2025,19,3,1,12000,5.666666666666667,1.0
2025-01-20,E002,1 GANG Switch (KEVILTON),Electrical,320,8,2560,1,0,2025,20,4,0,2560,11.0,16.0
2025-01-20,E003,LED 9W pin (GREEN),Electrical,575,31,17825,1,0,2025,20,4,0,17825,27.0,25.0
2025-01-20,E004,MCB enclosure 18 way,Electrical,2800,2,5600,1,0,2025,20,4,0,5600,2.0,2.0
2025-01-20,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,9,2970,1,0,2025,20,4,0,2970,8.0,9.0
2025-01-20,P003,Elbow socket 1/2,Plumbing,40,25,1000,1,0,2025,20,4,0,1000,19.666666666666668,18.0
2025-01-20,O001,Caltex 20W50,Oil,1200,1,1200,1,0,2025,20,4,0,1200,4.0,10.0
2025-01-21,E001,13A Plug base (ACL),Electrical,650,12,7800,1,1,2025,21,4,0,7800,17.666666666666668,20.0
2025-01-21,E003,LED 9W pin (GREEN),Electrical,575,10,5750,1,1,2025,21,4,0,5750,22.0,31.0
2025-01-21,E004,MCB enclosure 18 way,Electrical,2800,2,5600,1,1,2025,21,4,0,5600,2.0,2.0
2025-01-21,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,4,1320,1,1,2025,21,4,0,1320,7.333333333333333,9.0
2025-01-21,P002,Valve socket 1/2,Plumbing,40,29,1160,1,1,2025,21,4,0,1160,16.0,9.0
2025-01-21,P003,Elbow socket 1/2,Plumbing,40,26,1040,1,1,2025,21,4,0,1040,23.0,25.0
2025-01-21,O001,Caltex 20W50,Oil,1200,10,12000,1,1,2025,21,4,0,12000,7.0,1.0
2025-01-22,E001,13A Plug base (ACL),Electrical,650,18,11700,1,2,2025,22,4,0,11700,16.666666666666668,12.0
2025-01-22,E002,1 GANG Switch (KEVILTON),Electrical,320,29,9280,1,2,2025,22,4,0,9280,17.666666666666668,8.0
2025-01-22,E003,LED 9W pin (GREEN),Electrical,575,26,14950,1,2,2025,22,4,0,14950,22.333333333333332,10.0
2025-01-22,E004,MCB enclosure 18 way,Electrical,2800,1,2800,1,2,2025,22,4,0,2800,1.6666666666666667,2.0
2025-01-22,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,1,330,1,2,2025,22,4,0,330,4.666666666666667,4.0
2025-01-22,P002,Valve socket 1/2,Plumbing,40,26,1040,1,2,2025,22,4,0,1040,21.333333333333332,29.0
2025-01-22,P003,Elbow socket 1/2,Plumbing,40,29,1160,1,2,2025,22,4,0,1160,26.666666666666668,26.0
2025-01-22,O001,Caltex 20W50,Oil,1200,9,10800,1,2,2025,22,4,0,10800,6.666666666666667,10.0
2025-01-23,E001,13A Plug base (ACL),Electrical,650,6,3900,1,3,2025,23,4,0,3900,12.0,18.0
2025-01-23,E002,1 GANG Switch (KEVILTON),Electrical,320,19,6080,1,3,2025,23,4,0,6080,18.666666666666668,29.0
2025-01-23,E003,LED 9W pin (GREEN),Electrical,575,15,8625,1,3,2025,23,4,0,8625,17.0,26.0
2025-01-23,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,8,2640,1,3,2025,23,4,0,2640,4.333333333333333,1.0
2025-01-23,P002,Valve socket 1/2,Plumbing,40,10,400,1,3,2025,23,4,0,400,21.666666666666668,26.0
2025-01-23,O001,Caltex 20W50,Oil,1200,9,10800,1,3,2025,23,4,0,10800,9.333333333333334,9.0
2025-01-24,E001,13A Plug base (ACL),Electrical,650,12,7800,1,4,2025,24,4,0,7800,12.0,6.0
2025-01-24,E002,1 GANG Switch (KEVILTON),Electrical,320,29,9280,1,4,2025,24,4,0,9280,25.666666666666668,19.0
2025-01-24,E003,LED 9W pin (GREEN),Electrical,575,18,10350,1,4,2025,24,4,0,10350,19.666666666666668,15.0
2025-01-24,E004,MCB enclosure 18 way,Electrical,2800,2,5600,1,4,2025,24,4,0,5600,1.6666666666666667,1.0
2025-01-24,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,10,3300,1,4,2025,24,4,0,3300,6.333333333333333,8.0
2025-01-24,P002,Valve socket 1/2,Plumbing,40,21,840,1,4,2025,24,4,0,840,19.0,10.0
2025-01-24,P003,Elbow socket 1/2,Plumbing,40,10,400,1,4,2025,24,4,0,400,21.666666666666668,29.0
2025-01-24,O001,Caltex 20W50,Oil,1200,9,10800,1,4,2025,24,4,0,10800,9.0,9.0
2025-01-25,E001,13A Plug base (ACL),Electrical,650,28,18200,1,5,2025,25,4,1,18200,15.333333333333334,12.0
2025-01-25,E002,1 GANG Switch (KEVILTON),Electrical,320,30,9600,1,5,2025,25,4,1,9600,26.0,29.0
2025-01-25,E003,LED 9W pin (GREEN),Electrical,575,6,3450,1,5,2025,25,4,1,3450,13.0,18.0
2025-01-25,P002,Valve socket 1/2,Plumbing,40,18,720,1,5,2025,25,4,1,720,16.333333333333332,21.0
2025-01-25,P003,Elbow socket 1/2,Plumbing,40,20,800,1,5,2025,25,4,1,800,19.666666666666668,10.0
2025-01-25,O001,Caltex 20W50,Oil,1200,4,4800,1,5,2025,25,4,1,4800,7.333333333333333,9.0
2025-01-26,E001,13A Plug base (ACL),Electrical,650,25,16250,1,6,2025,26,4,1,16250,21.666666666666668,28.0
2025-01-26,E002,1 GANG Switch (KEVILTON),Electrical,320,12,3840,1,6,2025,26,4,1,3840,23.666666666666668,30.0
2025-01-26,E003,LED 9W pin (GREEN),Electrical,575,22,12650,1,6,2025,26,4,1,12650,15.333333333333334,6.0
2025-01-26,E004,MCB enclosure 18 way,Electrical,2800,2,5600,1,6,2025,26,4,1,5600,1.6666666666666667,2.0
2025-01-26,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,6,1980,1,6,2025,26,4,1,1980,8.0,10.0
2025-01-26,P003,Elbow socket 1/2,Plumbing,40,11,440,1,6,2025,26,4,1,440,13.666666666666666,20.0
2025-01-26,O001,Caltex 20W50,Oil,1200,5,6000,1,6,2025,26,4,1,6000,6.0,4.0
2025-01-27,E001,13A Plug base (ACL),Electrical,650,8,5200,1,0,2025,27,5,0,5200,20.333333333333332,25.0
2025-01-27,E002,1 GANG Switch (KEVILTON),Electrical,320,22,7040,1,0,2025,27,5,0,7040,21.333333333333332,12.0
2025-01-27,E003,LED 9W pin (GREEN),Electrical,575,10,5750,1,0,2025,27,5,0,5750,12.666666666666666,22.0
2025-01-27,E004,MCB enclosure 18 way,Electrical,2800,1,2800,1,0,2025,27,5,0,2800,1.6666666666666667,2.0
2025-01-27,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,4,1320,1,0,2025,27,5,0,1320,6.666666666666667,6.0
2025-01-27,P002,Valve socket 1/2,Plumbing,40,15,600,1,0,2025,27,5,0,600,18.0,18.0
2025-01-27,P003,Elbow socket 1/2,Plumbing,40,12,480,1,0,2025,27,5,0,480,14.333333333333334,11.0
2025-01-27,O001,Caltex 20W50,Oil,1200,8,9600,1,0,2025,27,5,0,9600,5.666666666666667,5.0
2025-01-28,E001,13A Plug base (ACL),Electrical,650,10,6500,1,1,2025,28,5,0,6500,14.333333333333334,8.0
2025-01-28,E002,1 GANG Switch (KEVILTON),Electrical,320,19,6080,1,1,2025,28,5,0,6080,17.666666666666668,22.0
2025-01-28,E003,LED 9W pin (GREEN),Electrical,575,28,16100,1,1,2025,28,5,0,16100,20.0,10.0
2025-01-28,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,6,1980,1,1,2025,28,5,0,1980,5.333333333333333,4.0
2025-01-28,P002,Valve socket 1/2,Plumbing,40,10,400,1,1,2025,28,5,0,400,14.333333333333334,15.0
2025-01-28,O001,Caltex 20W50,Oil,1200,8,9600,1,1,2025,28,5,0,9600,7.0,8.0
2025-01-29,E001,13A Plug base (ACL),Electrical,650,28,18200,1,2,2025,29,5,0,18200,15.333333333333334,10.0
2025-01-29,E002,1 GANG Switch (KEVILTON),Electrical,320,25,8000,1,2,2025,29,5,0,8000,22.0,19.0
2025-01-29,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,1,330,1,2,2025,29,5,0,330,3.6666666666666665,6.0
2025-01-29,P002,Valve socket 1/2,Plumbing,40,25,1000,1,2,2025,29,5,0,1000,16.666666666666668,10.0
2025-01-29,P003,Elbow socket 1/2,Plumbing,40,28,1120,1,2,2025,29,5,0,1120,17.0,12.0
2025-01-29,O001,Caltex 20W50,Oil,1200,9,10800,1,2,2025,29,5,0,10800,8.333333333333334,8.0
2025-01-30,E001,13A Plug base (ACL),Electrical,650,20,13000,1,3,2025,30,5,0,13000,19.333333333333332,28.0
2025-01-30,E002,1 GANG Switch (KEVILTON),Electrical,320,29,9280,1,3,2025,30,5,0,9280,24.333333333333332,25.0
2025-01-30,E003,LED 9W pin (GREEN),Electrical,575,25,14375,1,3,2025,30,5,0,14375,21.0,28.0
2025-01-30,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,6,1980,1,3,2025,30,5,0,1980,4.333333333333333,1.0
2025-01-30,P002,Valve socket 1/2,Plumbing,40,24,960,1,3,2025,30,5,0,960,19.666666666666668,25.0
2025-01-30,O001,Caltex 20W50,Oil,1200,9,10800,1,3,2025,30,5,0,10800,8.666666666666666,9.0
2025-01-31,E001,13A Plug base (ACL),Electrical,650,24,15600,1,4,2025,31,5,0,15600,24.0,20.0
2025-01-31,E002,1 GANG Switch (KEVILTON),Electrical,320,16,5120,1,4,2025,31,5,0,5120,23.333333333333332,29.0
2025-01-31,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,2,660,1,4,2025,31,5,0,660,3.0,6.0
2025-01-31,P003,Elbow socket 1/2,Plumbing,40,21,840,1,4,2025,31,5,0,840,20.333333333333332,28.0
2025-01-31,O001,Caltex 20W50,Oil,1200,9,10800,1,4,2025,31,5,0,10800,9.0,9.0
2025-02-01,E001,13A Plug base (ACL),Electrical,650,14,9100,2,5,2025,1,5,1,9100,19.333333333333332,24.0
2025-02-01,E003,LED 9W pin (GREEN),Electrical,575,8,4600,2,5,2025,1,5,1,4600,20.333333333333332,25.0
2025-02-01,E004,MCB enclosure 18 way,Electrical,2800,2,5600,2,5,2025,1,5,1,5600,1.6666666666666667,1.0
2025-02-01,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,4,1320,2,5,2025,1,5,1,1320,4.0,2.0
2025-02-01,P002,Valve socket 1/2,Plumbing,40,12,480,2,5,2025,1,5,1,480,20.333333333333332,24.0
2025-02-01,P003,Elbow socket 1/2,Plumbing,40,22,880,2,5,2025,1,5,1,880,23.666666666666668,21.0
2025-02-01,O001,Caltex 20W50,Oil,1200,1,1200,2,5,2025,1,5,1,1200,6.333333333333333,9.0
2025-02-02,E001,13A Plug base (ACL),Electrical,650,23,14950,2,6,2025,2,5,1,14950,20.333333333333332,14.0
2025-02-02,E002,1 GANG Switch (KEVILTON),Electrical,320,11,3520,2,6,2025,2,5,1,3520,18.666666666666668,16.0
2025-02-02,E003,LED 9W pin (GREEN),Electrical,575,13,7475,2,6,2025,2,5,1,7475,15.333333333333334,8.0
2025-02-02,E004,MCB enclosure 18 way,Electrical,2800,2,5600,2,6,2025,2,5,1,5600,1.6666666666666667,2.0
2025-02-02,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,7,2310,2,6,2025,2,5,1,2310,4.333333333333333,4.0
2025-02-02,P003,Elbow socket 1/2,Plumbing,40,25,1000,2,6,2025,2,5,1,1000,22.666666666666668,22.0
2025-02-02,O001,Caltex 20W50,Oil,1200,4,4800,2,6,2025,2,5,1,4800,4.666666666666667,1.0
2025-02-03,E002,1 GANG Switch (KEVILTON),Electrical,320,6,1920,2,0,2025,3,6,0,1920,11.0,11.0
2025-02-03,E003,LED 9W pin (GREEN),Electrical,575,8,4600,2,0,2025,3,6,0,4600,9.666666666666666,13.0
2025-02-03,E004,MCB enclosure 18 way,Electrical,2800,1,2800,2,0,2025,3,6,0,2800,1.6666666666666667,2.0
2025-02-03,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,8,2640,2,0,2025,3,6,0,2640,6.333333333333333,7.0
2025-02-03,P002,Valve socket 1/2,Plumbing,40,5,200,2,0,2025,3,6,0,200,13.666666666666666,12.0
2025-02-03,P003,Elbow socket 1/2,Plumbing,40,14,560,2,0,2025,3,6,0,560,20.333333333333332,25.0
