date,product_id,product_name,category,unit_price,quantity_sold,revenue,month,day_of_week,day,year,week_of_year,is_weekend,rolling_avg_qty,previous_qty,calculated_revenue
2025-02-16,E001,13A Plug base (ACL),Electrical,650,16,10400,2,6,16,2025,7,1,10.666666666666666,9.0,10400
2025-02-17,E001,13A Plug base (ACL),Electrical,650,8,5200,2,0,17,2025,8,0,11.0,16.0,5200
2025-02-18,E001,13A Plug base (ACL),Electrical,650,23,14950,2,1,18,2025,8,0,15.666666666666666,8.0,14950
2025-02-19,E001,13A Plug base (ACL),Electrical,650,13,8450,2,2,19,2025,8,0,14.666666666666666,23.0,8450
2025-02-20,E001,13A Plug base (ACL),Electrical,650,12,7800,2,3,20,2025,8,0,16.0,13.0,7800
2025-02-21,E001,13A Plug base (ACL),Electrical,650,19,12350,2,4,21,2025,8,0,14.666666666666666,12.0,12350
2025-02-22,E001,13A Plug base (ACL),Electrical,650,11,7150,2,5,22,2025,8,1,14.0,19.0,7150
2025-02-23,E001,13A Plug base (ACL),Electrical,650,11,7150,2,6,23,2025,8,1,13.666666666666666,11.0,7150
2025-02-24,E001,13A Plug base (ACL),Electrical,650,16,10400,2,0,24,2025,9,0,12.666666666666666,11.0,10400
2025-02-26,E001,13A Plug base (ACL),Electrical,650,9,5850,2,2,26,2025,9,0,12.0,16.0,5850
2025-02-27,E001,13A Plug base (ACL),Electrical,650,24,15600,2,3,27,2025,9,0,16.333333333333332,9.0,15600
2025-02-28,E001,13A Plug base (ACL),Electrical,650,14,9100,2,4,28,2025,9,0,15.666666666666666,24.0,9100
2025-03-01,E001,13A Plug base (ACL),Electrical,650,7,4550,3,5,1,2025,9,1,15.0,14.0,4550
2025-03-02,E001,13A Plug base (ACL),Electrical,650,14,9100,3,6,2,2025,9,1,11.666666666666666,7.0,9100
2025-03-03,E001,13A Plug base (ACL),Electrical,650,7,4550,3,0,3,2025,10,0,9.333333333333334,14.0,4550
2025-03-04,E001,13A Plug base (ACL),Electrical,650,22,14300,3,1,4,2025,10,0,14.333333333333334,7.0,14300
2025-03-05,E001,13A Plug base (ACL),Electrical,650,24,15600,3,2,5,2025,10,0,17.666666666666668,22.0,15600
2025-03-06,E001,13A Plug base (ACL),Electrical,650,11,7150,3,3,6,2025,10,0,19.0,24.0,7150
2025-03-07,E001,13A Plug base (ACL),Electrical,650,11,7150,3,4,7,2025,10,0,15.333333333333334,11.0,7150
2025-03-08,E001,13A Plug base (ACL),Electrical,650,23,14950,3,5,8,2025,10,1,15.0,11.0,14950
2025-03-09,E001,13A Plug base (ACL),Electrical,650,17,11050,3,6,9,2025,10,1,17.0,23.0,11050
2025-03-11,E001,13A Plug base (ACL),Electrical,650,22,14300,3,1,11,2025,11,0,20.666666666666668,17.0,14300
2025-03-12,E001,13A Plug base (ACL),Electrical,650,14,9100,3,2,12,2025,11,0,17.666666666666668,22.0,9100
2025-03-13,E001,13A Plug base (ACL),Electrical,650,14,9100,3,3,13,2025,11,0,16.666666666666668,14.0,9100
2025-03-14,E001,13A Plug base (ACL),Electrical,650,19,12350,3,4,14,2025,11,0,15.666666666666666,14.0,12350
2025-03-15,E001,13A Plug base (ACL),Electrical,650,22,14300,3,5,15,2025,11,1,18.333333333333332,19.0,14300
2025-03-16,E001,13A Plug base (ACL),Electrical,650,12,7800,3,6,16,2025,11,1,17.666666666666668,22.0,7800
2025-03-18,E001,13A Plug base (ACL),Electrical,650,5,3250,3,1,18,2025,12,0,13.0,12.0,3250
2025-03-19,E001,13A Plug base (ACL),Electrical,650,15,9750,3,2,19,2025,12,0,10.666666666666666,5.0,9750
2025-03-20,E001,13A Plug base (ACL),Electrical,650,18,11700,3,3,20,2025,12,0,12.666666666666666,15.0,11700
2025-03-21,E001,13A Plug base (ACL),Electrical,650,13,8450,3,4,21,2025,12,0,15.333333333333334,18.0,8450
2025-03-22,E001,13A Plug base (ACL),Electrical,650,5,3250,3,5,22,2025,12,1,12.0,13.0,3250
2025-03-23,E001,13A Plug base (ACL),Electrical,650,16,10400,3,6,23,2025,12,1,11.333333333333334,5.0,10400
2025-03-24,E001,13A Plug base (ACL),Electrical,650,18,11700,3,0,24,2025,13,0,13.0,16.0,11700
2025-03-25,E001,13A Plug base (ACL),Electrical,650,13,8450,3,1,25,2025,13,0,15.666666666666666,18.0,8450
2025-03-26,E001,13A Plug base (ACL),Electrical,650,16,10400,3,2,26,2025,13,0,15.666666666666666,13.0,10400
2025-03-27,E001,13A Plug base (ACL),Electrical,650,5,3250,3,3,27,2025,13,0,11.333333333333334,16.0,3250
2025-03-28,E001,13A Plug base (ACL),Electrical,650,17,11050,3,4,28,2025,13,0,12.666666666666666,5.0,11050
2025-03-29,E001,13A Plug base (ACL),Electrical,650,8,5200,3,5,29,2025,13,1,10.0,17.0,5200
2025-03-30,E001,13A Plug base (ACL),Electrical,650,17,11050,3,6,30,2025,13,1,14.0,8.0,11050
2025-03-31,E001,13A Plug base (ACL),Electrical,650,14,9100,3,0,31,2025,14,0,13.0,17.0,9100
2025-04-01,E001,13A Plug base (ACL),Electrical,650,16,10400,4,1,1,2025,14,0,15.666666666666666,14.0,10400
2025-04-02,E001,13A Plug base (ACL),Electrical,650,21,13650,4,2,2,2025,14,0,17.0,16.0,13650
2025-04-03,E001,13A Plug base (ACL),Electrical,650,25,16250,4,3,3,2025,14,0,20.666666666666668,21.0,16250
2025-04-04,E001,13A Plug base (ACL),Electrical,650,24,15600,4,4,4,2025,14,0,23.333333333333332,25.0,15600
2025-04-05,E001,13A Plug base (ACL),Electrical,650,21,13650,4,5,5,2025,14,1,23.333333333333332,24.0,13650
2025-04-06,E001,13A Plug base (ACL),Electrical,650,12,7800,4,6,6,2025,14,1,19.0,21.0,7800
2025-04-07,E001,13A Plug base (ACL),Electrical,650,21,13650,4,0,7,2025,15,0,18.0,12.0,13650
2025-04-08,E001,13A Plug base (ACL),Electrical,650,18,11700,4,1,8,2025,15,0,17.0,21.0,11700
2025-04-09,E001,13A Plug base (ACL),Electrical,650,9,5850,4,2,9,2025,15,0,16.0,18.0,5850
2025-04-10,E001,13A Plug base (ACL),Electrical,650,17,11050,4,3,10,2025,15,0,14.666666666666666,9.0,11050
2025-04-11,E001,13A Plug base (ACL),Electrical,650,7,4550,4,4,11,2025,15,0,11.0,17.0,4550
2025-04-12,E001,13A Plug base (ACL),Electrical,650,24,15600,4,5,12,2025,15,1,16.0,7.0,15600
2025-04-15,E001,13A Plug base (ACL),Electrical,650,18,11700,4,1,15,2025,16,0,16.333333333333332,24.0,11700
2025-04-16,E001,13A Plug base (ACL),Electrical,650,15,9750,4,2,16,2025,16,0,19.0,18.0,9750
2025-04-18,E001,13A Plug base (ACL),Electrical,650,25,16250,4,4,18,2025,16,0,19.333333333333332,15.0,16250
2025-04-19,E001,13A Plug base (ACL),Electrical,650,14,9100,4,5,19,2025,16,1,18.0,25.0,9100
2025-04-20,E001,13A Plug base (ACL),Electrical,650,18,11700,4,6,20,2025,16,1,19.0,14.0,11700
2025-04-21,E001,13A Plug base (ACL),Electrical,650,15,9750,4,0,21,2025,17,0,15.666666666666666,18.0,9750
2025-04-22,E001,13A Plug base (ACL),Electrical,650,22,14300,4,1,22,2025,17,0,18.333333333333332,15.0,14300
2025-04-23,E001,13A Plug base (ACL),Electrical,650,8,5200,4,2,23,2025,17,0,15.0,22.0,5200
2025-04-25,E001,13A Plug base (ACL),Electrical,650,11,7150,4,4,25,2025,17,0,13.666666666666666,8.0,7150
2025-04-26,E001,13A Plug base (ACL),Electrical,650,20,13000,4,5,26,2025,17,1,13.0,11.0,13000
2025-04-27,E001,13A Plug base (ACL),Electrical,650,19,12350,4,6,27,2025,17,1,16.666666666666668,20.0,12350
2025-04-28,E001,13A Plug base (ACL),Electrical,650,17,11050,4,0,28,2025,18,0,18.666666666666668,19.0,11050
2025-04-29,E001,13A Plug base (ACL),Electrical,650,17,11050,4,1,29,2025,18,0,17.666666666666668,17.0,11050
2025-04-30,E001,13A Plug base (ACL),Electrical,650,12,7800,4,2,30,2025,18,0,15.333333333333334,17.0,7800
2025-05-03,E001,13A Plug base (ACL),Electrical,650,12,7800,5,5,3,2025,18,1,13.666666666666666,12.0,7800
2025-05-04,E001,13A Plug base (ACL),Electrical,650,24,15600,5,6,4,2025,18,1,16.0,12.0,15600
2025-05-05,E001,13A Plug base (ACL),Electrical,650,11,7150,5,0,5,2025,19,0,15.666666666666666,24.0,7150
2025-05-08,E001,13A Plug base (ACL),Electrical,650,25,16250,5,3,8,2025,19,0,20.0,11.0,16250
2025-05-09,E001,13A Plug base (ACL),Electrical,650,6,3900,5,4,9,2025,19,0,14.0,25.0,3900
2025-05-10,E001,13A Plug base (ACL),Electrical,650,12,7800,5,5,10,2025,19,1,14.333333333333334,6.0,7800
2025-05-11,E001,13A Plug base (ACL),Electrical,650,10,6500,5,6,11,2025,19,1,9.333333333333334,12.0,6500
2025-05-12,E001,13A Plug base (ACL),Electrical,650,25,16250,5,0,12,2025,20,0,15.666666666666666,10.0,16250
2025-05-13,E001,13A Plug base (ACL),Electrical,650,9,5850,5,1,13,2025,20,0,14.666666666666666,25.0,5850
2025-05-15,E001,13A Plug base (ACL),Electrical,650,25,16250,5,3,15,2025,20,0,19.666666666666668,9.0,16250
2025-05-16,E001,13A Plug base (ACL),Electrical,650,5,3250,5,4,16,2025,20,0,13.0,25.0,3250
2025-05-17,E001,13A Plug base (ACL),Electrical,650,12,7800,5,5,17,2025,20,1,14.0,5.0,7800
2025-05-18,E001,13A Plug base (ACL),Electrical,650,15,9750,5,6,18,2025,20,1,10.666666666666666,12.0,9750
2025-05-19,E001,13A Plug base (ACL),Electrical,650,11,7150,5,0,19,2025,21,0,12.666666666666666,15.0,7150
2025-05-21,E001,13A Plug base (ACL),Electrical,650,7,4550,5,2,21,2025,21,0,11.0,11.0,4550
2025-05-22,E001,13A Plug base (ACL),Electrical,650,12,7800,5,3,22,2025,21,0,10.0,7.0,7800
2025-05-23,E001,13A Plug base (ACL),Electrical,650,15,9750,5,4,23,2025,21,0,11.333333333333334,12.0,9750
2025-05-25,E001,13A Plug base (ACL),Electrical,650,25,16250,5,6,25,2025,21,1,17.333333333333332,15.0,16250
2025-05-26,E001,13A Plug base (ACL),Electrical,650,13,8450,5,0,26,2025,22,0,17.666666666666668,25.0,8450
2025-05-27,E001,13A Plug base (ACL),Electrical,650,21,13650,5,1,27,2025,22,0,19.666666666666668,13.0,13650
2025-05-28,E001,13A Plug base (ACL),Electrical,650,23,14950,5,2,28,2025,22,0,19.0,21.0,14950
2025-05-29,E001,13A Plug base (ACL),Electrical,650,18,11700,5,3,29,2025,22,0,20.666666666666668,23.0,11700
2025-05-30,E001,13A Plug base (ACL),Electrical,650,6,3900,5,4,30,2025,22,0,15.666666666666666,18.0,3900
2025-06-01,E001,13A Plug base (ACL),Electrical,650,23,14950,6,6,1,2025,22,1,15.666666666666666,6.0,14950
2025-06-02,E001,13A Plug base (ACL),Electrical,650,12,7800,6,0,2,2025,23,0,13.666666666666666,23.0,7800
2025-06-03,E001,13A Plug base (ACL),Electrical,650,6,3900,6,1,3,2025,23,0,13.666666666666666,12.0,3900
2025-06-04,E001,13A Plug base (ACL),Electrical,650,12,7800,6,2,4,2025,23,0,10.0,6.0,7800
2025-06-07,E001,13A Plug base (ACL),Electrical,650,15,9750,6,5,7,2025,23,1,11.0,12.0,9750
2025-06-08,E001,13A Plug base (ACL),Electrical,650,25,16250,6,6,8,2025,23,1,17.333333333333332,15.0,16250
2025-06-09,E001,13A Plug base (ACL),Electrical,650,21,13650,6,0,9,2025,24,0,20.333333333333332,25.0,13650
2025-06-11,E001,13A Plug base (ACL),Electrical,650,24,15600,6,2,11,2025,24,0,23.333333333333332,21.0,15600
2025-06-12,E001,13A Plug base (ACL),Electrical,650,15,9750,6,3,12,2025,24,0,20.0,24.0,9750
2025-06-13,E001,13A Plug base (ACL),Electrical,650,5,3250,6,4,13,2025,24,0,14.666666666666666,15.0,3250
2025-06-15,E001,13A Plug base (ACL),Electrical,650,10,6500,6,6,15,2025,24,1,10.0,5.0,6500
2025-06-16,E001,13A Plug base (ACL),Electrical,650,6,3900,6,0,16,2025,25,0,7.0,10.0,3900
2025-06-17,E001,13A Plug base (ACL),Electrical,650,24,15600,6,1,17,2025,25,0,13.333333333333334,6.0,15600
2025-06-18,E001,13A Plug base (ACL),Electrical,650,20,13000,6,2,18,2025,25,0,16.666666666666668,24.0,13000
2025-06-20,E001,13A Plug base (ACL),Electrical,650,14,9100,6,4,20,2025,25,0,19.333333333333332,20.0,9100
2025-06-21,E001,13A Plug base (ACL),Electrical,650,6,3900,6,5,21,2025,25,1,13.333333333333334,14.0,3900
2025-06-24,E001,13A Plug base (ACL),Electrical,650,7,4550,6,1,24,2025,26,0,9.0,6.0,4550
2025-06-25,E001,13A Plug base (ACL),Electrical,650,21,13650,6,2,25,2025,26,0,11.333333333333334,7.0,13650
2025-06-27,E001,13A Plug base (ACL),Electrical,650,9,5850,6,4,27,2025,26,0,12.333333333333334,21.0,5850
2025-06-28,E001,13A Plug base (ACL),Electrical,650,23,14950,6,5,28,2025,26,1,17.666666666666668,9.0,14950
2025-06-29,E001,13A Plug base (ACL),Electrical,650,21,13650,6,6,29,2025,26,1,17.666666666666668,23.0,13650
2025-06-30,E001,13A Plug base (ACL),Electrical,650,18,11700,6,0,30,2025,27,0,20.666666666666668,21.0,11700
2025-07-01,E001,13A Plug base (ACL),Electrical,650,10,6500,7,1,1,2025,27,0,16.333333333333332,18.0,6500
2025-07-02,E001,13A Plug base (ACL),Electrical,650,10,6500,7,2,2,2025,27,0,12.666666666666666,10.0,6500
2025-07-03,E001,13A Plug base (ACL),Electrical,650,22,14300,7,3,3,2025,27,0,14.0,10.0,14300
2025-07-04,E001,13A Plug base (ACL),Electrical,650,13,8450,7,4,4,2025,27,0,15.0,22.0,8450
2025-07-05,E001,13A Plug base (ACL),Electrical,650,15,9750,7,5,5,2025,27,1,16.666666666666668,13.0,9750
2025-07-07,E001,13A Plug base (ACL),Electrical,650,6,3900,7,0,7,2025,28,0,11.333333333333334,15.0,3900
2025-07-08,E001,13A Plug base (ACL),Electrical,650,22,14300,7,1,8,2025,28,0,14.333333333333334,6.0,14300
2025-07-09,E001,13A Plug base (ACL),Electrical,650,19,12350,7,2,9,2025,28,0,15.666666666666666,22.0,12350
2025-07-11,E001,13A Plug base (ACL),Electrical,650,15,9750,7,4,11,2025,28,0,18.666666666666668,19.0,9750
2025-07-13,E001,13A Plug base (ACL),Electrical,650,16,10400,7,6,13,2025,28,1,16.666666666666668,15.0,10400
2025-07-14,E001,13A Plug base (ACL),Electrical,650,9,5850,7,0,14,2025,29,0,13.333333333333334,16.0,5850
2025-07-15,E001,13A Plug base (ACL),Electrical,650,6,3900,7,1,15,2025,29,0,10.333333333333334,9.0,3900
2025-07-17,E001,13A Plug base (ACL),Electrical,650,5,3250,7,3,17,2025,29,0,6.666666666666667,6.0,3250
2025-07-18,E001,13A Plug base (ACL),Electrical,650,17,11050,7,4,18,2025,29,0,9.333333333333334,5.0,11050
2025-07-19,E001,13A Plug base (ACL),Electrical,650,16,10400,7,5,19,2025,29,1,12.666666666666666,17.0,10400
2025-07-20,E001,13A Plug base (ACL),Electrical,650,9,5850,7,6,20,2025,29,1,14.0,16.0,5850
2025-07-22,E001,13A Plug base (ACL),Electrical,650,10,6500,7,1,22,2025,30,0,11.666666666666666,9.0,6500
2025-07-23,E001,13A Plug base (ACL),Electrical,650,8,5200,7,2,23,2025,30,0,9.0,10.0,5200
2025-07-24,E001,13A Plug base (ACL),Electrical,650,7,4550,7,3,24,2025,30,0,8.333333333333334,8.0,4550
2025-07-25,E001,13A Plug base (ACL),Electrical,650,8,5200,7,4,25,2025,30,0,7.666666666666667,7.0,5200
2025-07-26,E001,13A Plug base (ACL),Electrical,650,16,10400,7,5,26,2025,30,1,10.333333333333334,8.0,10400
2025-07-28,E001,13A Plug base (ACL),Electrical,650,15,9750,7,0,28,2025,31,0,13.0,16.0,9750
2025-07-29,E001,13A Plug base (ACL),Electrical,650,5,3250,7,1,29,2025,31,0,12.0,15.0,3250
2025-07-30,E001,13A Plug base (ACL),Electrical,650,18,11700,7,2,30,2025,31,0,12.666666666666666,5.0,11700
2025-07-31,E001,13A Plug base (ACL),Electrical,650,11,7150,7,3,31,2025,31,0,11.333333333333334,18.0,7150
2025-08-01,E001,13A Plug base (ACL),Electrical,650,19,12350,8,4,1,2025,31,0,16.0,11.0,12350
2025-08-02,E001,13A Plug base (ACL),Electrical,650,12,7800,8,5,2,2025,31,1,14.0,19.0,7800
2025-08-03,E001,13A Plug base (ACL),Electrical,650,16,10400,8,6,3,2025,31,1,15.666666666666666,12.0,10400
2025-08-05,E001,13A Plug base (ACL),Electrical,650,22,14300,8,1,5,2025,32,0,16.666666666666668,16.0,14300
2025-08-06,E001,13A Plug base (ACL),Electrical,650,10,6500,8,2,6,2025,32,0,16.0,22.0,6500
2025-08-07,E001,13A Plug base (ACL),Electrical,650,6,3900,8,3,7,2025,32,0,12.666666666666666,10.0,3900
2025-08-08,E001,13A Plug base (ACL),Electrical,650,12,7800,8,4,8,2025,32,0,9.333333333333334,6.0,7800
2025-08-09,E001,13A Plug base (ACL),Electrical,650,17,11050,8,5,9,2025,32,1,11.666666666666666,12.0,11050
2025-08-10,E001,13A Plug base (ACL),Electrical,650,14,9100,8,6,10,2025,32,1,14.333333333333334,17.0,9100
2025-08-11,E001,13A Plug base (ACL),Electrical,650,20,13000,8,0,11,2025,33,0,17.0,14.0,13000
2025-08-12,E001,13A Plug base (ACL),Electrical,650,7,4550,8,1,12,2025,33,0,13.666666666666666,20.0,4550
2025-08-14,E001,13A Plug base (ACL),Electrical,650,7,4550,8,3,14,2025,33,0,11.333333333333334,7.0,4550
2025-08-16,E001,13A Plug base (ACL),Electrical,650,25,16250,8,5,16,2025,33,1,13.0,7.0,16250
2025-08-17,E001,13A Plug base (ACL),Electrical,650,11,7150,8,6,17,2025,33,1,14.333333333333334,25.0,7150
2025-08-18,E001,13A Plug base (ACL),Electrical,650,13,8450,8,0,18,2025,34,0,16.333333333333332,11.0,8450
2025-08-20,E001,13A Plug base (ACL),Electrical,650,24,15600,8,2,20,2025,34,0,16.0,13.0,15600
2025-08-21,E001,13A Plug base (ACL),Electrical,650,7,4550,8,3,21,2025,34,0,14.666666666666666,24.0,4550
2025-08-22,E001,13A Plug base (ACL),Electrical,650,8,5200,8,4,22,2025,34,0,13.0,7.0,5200
2025-08-23,E001,13A Plug base (ACL),Electrical,650,8,5200,8,5,23,2025,34,1,7.666666666666667,8.0,5200
2025-08-24,E001,13A Plug base (ACL),Electrical,650,9,5850,8,6,24,2025,34,1,8.333333333333334,8.0,5850
2025-08-25,E001,13A Plug base (ACL),Electrical,650,15,9750,8,0,25,2025,35,0,10.666666666666666,9.0,9750
2025-08-26,E001,13A Plug base (ACL),Electrical,650,6,3900,8,1,26,2025,35,0,10.0,15.0,3900
2025-08-28,E001,13A Plug base (ACL),Electrical,650,17,11050,8,3,28,2025,35,0,12.666666666666666,6.0,11050
2025-08-29,E001,13A Plug base (ACL),Electrical,650,5,3250,8,4,29,2025,35,0,9.333333333333334,17.0,3250
2025-08-30,E001,13A Plug base (ACL),Electrical,650,14,9100,8,5,30,2025,35,1,12.0,5.0,9100
2025-08-31,E001,13A Plug base (ACL),Electrical,650,8,5200,8,6,31,2025,35,1,9.0,14.0,5200
2025-09-01,E001,13A Plug base (ACL),Electrical,650,15,9750,9,0,1,2025,36,0,12.333333333333334,8.0,9750
2025-09-02,E001,13A Plug base (ACL),Electrical,650,12,7800,9,1,2,2025,36,0,11.666666666666666,15.0,7800
2025-09-03,E001,13A Plug base (ACL),Electrical,650,22,14300,9,2,3,2025,36,0,16.333333333333332,12.0,14300
2025-09-04,E001,13A Plug base (ACL),Electrical,650,21,13650,9,3,4,2025,36,0,18.333333333333332,22.0,13650
2025-09-05,E001,13A Plug base (ACL),Electrical,650,13,8450,9,4,5,2025,36,0,18.666666666666668,21.0,8450
2025-09-06,E001,13A Plug base (ACL),Electrical,650,6,3900,9,5,6,2025,36,1,13.333333333333334,13.0,3900
2025-09-07,E001,13A Plug base (ACL),Electrical,650,6,3900,9,6,7,2025,36,1,8.333333333333334,6.0,3900
2025-09-08,E001,13A Plug base (ACL),Electrical,650,5,3250,9,0,8,2025,37,0,5.666666666666667,6.0,3250
2025-09-09,E001,13A Plug base (ACL),Electrical,650,9,5850,9,1,9,2025,37,0,6.666666666666667,5.0,5850
2025-09-10,E001,13A Plug base (ACL),Electrical,650,19,12350,9,2,10,2025,37,0,11.0,9.0,12350
2025-09-11,E001,13A Plug base (ACL),Electrical,650,7,4550,9,3,11,2025,37,0,11.666666666666666,19.0,4550
2025-09-12,E001,13A Plug base (ACL),Electrical,650,16,10400,9,4,12,2025,37,0,14.0,7.0,10400
2025-09-13,E001,13A Plug base (ACL),Electrical,650,17,11050,9,5,13,2025,37,1,13.333333333333334,16.0,11050
2025-09-15,E001,13A Plug base (ACL),Electrical,650,14,9100,9,0,15,2025,38,0,15.666666666666666,17.0,9100
2025-09-16,E001,13A Plug base (ACL),Electrical,650,10,6500,9,1,16,2025,38,0,13.666666666666666,14.0,6500
2025-09-17,E001,13A Plug base (ACL),Electrical,650,23,14950,9,2,17,2025,38,0,15.666666666666666,10.0,14950
2025-09-19,E001,13A Plug base (ACL),Electrical,650,20,13000,9,4,19,2025,38,0,17.666666666666668,23.0,13000
2025-09-20,E001,13A Plug base (ACL),Electrical,650,15,9750,9,5,20,2025,38,1,19.333333333333332,20.0,9750
2025-09-21,E001,13A Plug base (ACL),Electrical,650,14,9100,9,6,21,2025,38,1,16.333333333333332,15.0,9100
2025-09-22,E001,13A Plug base (ACL),Electrical,650,23,14950,9,0,22,2025,39,0,17.333333333333332,14.0,14950
2025-09-23,E001,13A Plug base (ACL),Electrical,650,25,16250,9,1,23,2025,39,0,20.666666666666668,23.0,16250
2025-09-24,E001,13A Plug base (ACL),Electrical,650,25,16250,9,2,24,2025,39,0,24.333333333333332,25.0,16250
2025-09-25,E001,13A Plug base (ACL),Electrical,650,13,8450,9,3,25,2025,39,0,21.0,25.0,8450
2025-09-26,E001,13A Plug base (ACL),Electrical,650,11,7150,9,4,26,2025,39,0,16.333333333333332,13.0,7150
2025-09-27,E001,13A Plug base (ACL),Electrical,650,6,3900,9,5,27,2025,39,1,10.0,11.0,3900
2025-09-28,E001,13A Plug base (ACL),Electrical,650,16,10400,9,6,28,2025,39,1,11.0,6.0,10400
2025-09-30,E001,13A Plug base (ACL),Electrical,650,16,10400,9,1,30,2025,40,0,12.666666666666666,16.0,10400
2025-10-01,E001,13A Plug base (ACL),Electrical,650,28,18200,10,2,1,2025,40,0,20.0,16.0,18200
2025-10-02,E001,13A Plug base (ACL),Electrical,650,22,14300,10,3,2,2025,40,0,22.0,28.0,14300
2025-10-03,E001,13A Plug base (ACL),Electrical,650,30,19500,10,4,3,2025,40,0,26.666666666666668,22.0,19500
2025-10-04,E001,13A Plug base (ACL),Electrical,650,15,9750,10,5,4,2025,40,1,22.333333333333332,30.0,9750
